complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location,detected_language,translated_text,classifier_text
GRV-9DE809BDC4,site update: लाइट बंद,site update: लाइट बंद,Hinglish,Public Worker,1,Street Lighting,,Street Lighting,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,91,0.77,Ward-53,Hinglish,site update: लाइट बंद,site update: लाइट बंद
GRV-00B2B47896,உடனே வாருங்கள் flood water reached electric box and sparks started !!! 🚨,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Tamil,Emotional Citizen,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,81,0.57,Ward-103,Tamil,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.
GRV-BBB84A61E3,জল নেই plzz resolve ladkiyan unsafe feel kar rahi,জল নেই plzz resolve girls unsafe feel kar rahi,Hinglish,Women Complainant,1,Water Supply,,Water Supply,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,70,0.93,Ward-37,Hinglish,জল নেই plzz resolve girls unsafe feel kar rahi,জল নেই plzz resolve girls unsafe feel kar rahi
GRV-6D99F3F153,नाली जाम मोठा धोका आहे !!!,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Marathi,Low Literacy User,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,77,0.79,Ward-85,Marathi,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-FCC8835888,free mobile recharge govt offer send otp complained many times 😞,free mobile recharge govt offer send otp complained many times 😞,English,Angry Resident,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,26,12,0.0,Ward-147,English,free mobile recharge govt offer send otp complained many times 😞,free mobile recharge govt offer send otp complained many times 😞
GRV-6B230D6AAC,HELP GIRLFRIEND BLOCKED ME ON WHATSAPP PLEASE FIX,HELP GIRLFRIEND BLOCKED ME ON WHATSAPP PLEASE FIX,Hinglish,Student,0,Not Applicable,,Not Applicable,Low,Panic,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,25,13,0.0,Ward-38,Hinglish,HELP GIRLFRIEND BLOCKED ME ON WHATSAPP PLEASE FIX,HELP GIRLFRIEND BLOCKED ME ON WHATSAPP PLEASE FIX
GRV-EF2A5BBBB7,मैदान से सूचना: मच्छरों की वजह से बुखार के मामले बढ़ रहे हैं कॉलोनी के गेट पर निवेदन है 🙏,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Hindi,Public Worker,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,80,93,0.96,Ward-135,Hindi,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.
GRV-1AD2895F13,சாலை உடைந்து வாகனங்கள் சிக்குகின்றன தகவலுக்காக 📍,Medium public grievance related to Roads & Traffic. Citizen reports a civic issue needing government action.,Tamil,Emotional Citizen,1,Roads & Traffic,,Roads & Traffic,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,85,83,0.77,Ward-27,Tamil,Medium public grievance related to Roads & Traffic. Citizen reports a civic issue needing government action.,Medium public grievance related to Roads & Traffic. Citizen reports a civic issue needing government action.
GRV-DB65D951F9,"साहब, हर रात घरों के पास शराबी लोग चिल्लाते हैं हाईवे मोड़ पर कृपया ध्यान दें",Medium public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.,Hindi,Elderly Citizen,1,Public Safety & Police,,Public Safety & Police,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,90,80,0.95,Ward-18,Hindi,Medium public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.,Medium public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.
GRV-553F22AEE6,kachre ka toxic smoke ghar me aa raha metro gate 2 ke bahar request hai 🙏,kachre ka toxic smoke ghar me aa raha metro gate 2 ke bahar request hai 🙏,Hinglish,Emotional Citizen,1,Sanitation & Waste,,Sanitation & Waste,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,89,0.86,Ward-119,Hinglish,kachre ka toxic smoke ghar me aa raha metro gate 2 ke bahar request hai 🙏,kachre ka toxic smoke ghar me aa raha metro gate 2 ke bahar request hai 🙏
GRV-4028956978,পাগলা কুকুর দুই বাচ্চাকে কামড়েছে এখনও ঘুরছে সরকারি স্কুলের কাছে বাঁচান কতবার অভিযোগ করব,High public grievance related to Animal Control. Citizen reports a civic issue needing government action.,Bengali,Angry Resident,1,Animal Control,,Animal Control,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,98,0.87,Ward-61,Bengali,High public grievance related to Animal Control. Citizen reports a civic issue needing government action.,High public grievance related to Animal Control. Citizen reports a civic issue needing government action.
GRV-FFA0F5E075,தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது மருத்துவமனை முன் தயவு செய்து உதவுங்கள் கிராம மக்கள் கவலையில் உள்ளனர்,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Tamil,Rural Resident,1,Fire Department,,Fire Department,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,99,0.94,Ward-112,Tamil,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.
GRV-5C8CDA28A2,bus door opeed while moving and passenger fell at the colony entrance since morning please note ppl here are worried,bus door opeed while moving and passenger fell at the colony entrance since morning please note ppl here are worried,English,Rural Resident,1,Public Transport,,Public Transport,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,79,76,0.96,Ward-97,English,bus door opeed while moving and passenger fell at the colony entrance since morning please note ppl here are worried,bus door opeed while moving and passenger fell at the colony entrance since morning please note ppl here are worried
GRV-567D2F8048,watr logging कृपया पाहावे?,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Marathi,Low Literacy User,1,Drainage & Flood Control,,Drainage & Flood Control,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,96,88,0.65,Ward-79,Marathi,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Low public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-490851D58C,footpath tiles are uneven near the govt school since morning we are tired now girls feel unsafe here!!,footpath tiles are uneven near the govt school since morning we are tired now girls feel unsafe here!!,English,Women Complainant,1,Roads & Traffic,,Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,73,90,0.92,Ward-146,English,footpath tiles are uneven near the govt school since morning we are tired now girls feel unsafe here!!,footpath tiles are uneven near the govt school since morning we are tired now girls feel unsafe here!!
GRV-4750DD6E37,தீ பிடித்தது உடனே வாருங்கள் எங்கள் பகுதியில் !!!,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Tamil,Rural Resident,1,Fire Department,,Fire Department,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,89,74,0.67,Ward-18,Tamil,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.
GRV-2AD43DF74D,frequent power cuts are damaging appliances near the bus depot since morning emrgency 😭,frequent power cuts are damaging appliances near the bus depot since morning emrgency 😭,English,Low Literacy User,1,Electricity,,Electricity,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,79,97,0.95,Ward-12,English,frequent power cuts are damaging appliances near the bus depot since morning emrgency 😭,frequent power cuts are damaging appliances near the bus depot since morning emrgency 😭
GRV-F6C15917B4,அண்ணா காப்பாற்றுங்கள் नाली जाम 🚨,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,82,75,0.68,Ward-10,Tamil,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-350498458D,drain cover thoda loose hai highway turn pe gormint so rahi hai,drain cover thoda loose hai highway turn pe gormint so rahi hai,Hinglish,Emotional Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,76,0.97,Ward-150,Hinglish,drain cover thoda loose hai highway turn pe gormint so rahi hai,drain cover thoda loose hai highway turn pe gormint so rahi hai
GRV-A16B85C74B,ஆப் வேலை இல்லை we are tired now,ஆப் வேலை இல்லை we are tired now,English,Emotional Citizen,1,Cyber & Digital Services,,Cyber & Digital Services,Low,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,77,0.71,Ward-27,English,ஆப் வேலை இல்லை we are tired now,ஆப் வேலை இல்லை we are tired now
GRV-2B6FFC608A,dragon fire destroyed whole market,dragon fire destroyed whole market,English,Emotional Citizen,0,Not Applicable,,Not Applicable,Critical,Neutral,Fake,fake_emergency,False,False,False,Partially Relevant,Unknown,True,False,19,37,0.0,Ward-36,English,dragon fire destroyed whole market,dragon fire destroyed whole market
GRV-D262FC93C2,fire hydrant parked vehicles se block hai hospital ke saamne full negligence hai,fire hydrant parked vehicles se block hai hospital ke saamne full negligence hai,Hinglish,Emotional Citizen,1,Fire Department,,Fire Department,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,97,0.85,Ward-42,Hinglish,fire hydrant parked vehicles se block hai hospital ke saamne full negligence hai,fire hydrant parked vehicles se block hai hospital ke saamne full negligence hai
GRV-53C03DC9E9,no one is listening phone game account lost return my diamonds,no one is listening phone game account lost return my diamonds,English,Emotional Citizen,0,Not Applicable,,Not Applicable,Low,Angry,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,22,8,0.0,Ward-113,English,no one is listening phone game account lost return my diamonds,no one is listening phone game account lost return my diamonds
GRV-A7F938DEF8,स्थल रिपोर्ट: बहुत लापरवाही है sewer overflow is causing traffic jam!!,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Hindi,Public Worker,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,85,73,0.61,Ward-25,Hindi,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.
GRV-D4808AF5E8,स्थल रिपोर्ट: sewer overflow is causing traffic jam सूचना के लिए 📍,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Hindi,Public Worker,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,81,0.56,Ward-26,Hindi,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.
GRV-19D787112F,शाळेबाहेर काही लोक मुलाला धमकावत आहेत जुन्या मंदिरामागे महिन्यांपासून हेच चालू आहे खूप निष्काळजीपणा आहे? ⏳,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,Marathi,Angry Resident,1,Women & Child Safety,,Women & Child Safety,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,81,76,0.92,Ward-59,Marathi,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.
GRV-D192037360,शाळेबाहेर काही लोक मुलाला धमकावत आहेत गावकरी त्रस्त आहेत,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,Marathi,Rural Resident,1,Women & Child Safety,,Women & Child Safety,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,97,0.95,Ward-78,Marathi,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.
GRV-AD3A4604E9,fever spreading requesting you,fever spreading requesting you,English,Low Literacy User,1,Health & Public Hygiene,,Health & Public Hygiene,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,86,0.82,Ward-68,English,fever spreading requesting you,fever spreading requesting you
GRV-4FCECE7A64,bro வடிகால் மூடி சற்று தளர்ந்துள்ளது நெடுஞ்சாலை திருப்பத்தில் தயவு செய்து உதவுங்கள் 🥺,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,81,97,0.97,Ward-21,Tamil,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-2E6F8BF5C2,स्थल रिपोर्ट: फुटपाथ पर दुकान का सामान रखा है अस्पताल के सामने कई बार बताया!!,Medium public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Hindi,Public Worker,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,79,0.96,Ward-45,Hindi,Medium public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Medium public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.
GRV-54975F5CB7,sewer sludge is spread outside homes reported for action,sewer sludge is spread outside homes reported for action,English,Emotional Citizen,1,Sanitation & Waste,,Sanitation & Waste,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,80,78,0.94,Ward-100,English,sewer sludge is spread outside homes reported for action,sewer sludge is spread outside homes reported for action
GRV-A0E416FC45,"Sir, family trapped","Sir, family trapped",Hinglish,Elderly Citizen,1,Disaster Management,,Disaster Management,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,91,0.4,Ward-122,Hinglish,"Sir, family trapped","Sir, family trapped"
GRV-C6B9D32DE0,fire near bus depot is spreading smoke same issue for monhs!!,fire near bus depot is spreading smoke same issue for monhs!!,English,Low Literacy User,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,70,0.61,Ward-116,English,fire near bus depot is spreading smoke same issue for monhs!!,fire near bus depot is spreading smoke same issue for monhs!!
GRV-89856AA158,URGENT EXTINGUISHER BOX GLASS IS CRACKED AT THE COLONY ENTRANCE SINCE MORNING ⚠️,URGENT EXTINGUISHER BOX GLASS IS CRACKED AT THE COLONY ENTRANCE SINCE MORNING ⚠️,English,Emotional Citizen,1,Fire Department,,Fire Department,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,76,0.87,Ward-14,English,URGENT EXTINGUISHER BOX GLASS IS CRACKED AT THE COLONY ENTRANCE SINCE MORNING ⚠️,URGENT EXTINGUISHER BOX GLASS IS CRACKED AT THE COLONY ENTRANCE SINCE MORNING ⚠️
GRV-4C2706DC25,मैदान से सूचना: गैरकानूनी शेड आपात रास्ता रोक रहा है सरकारी स्कूल के पास सूचना के लिए 📍,High public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,Hindi,Public Worker,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,91,78,0.87,Ward-15,Hindi,High public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.,High public grievance related to Urban Housing & Encroachment. Citizen reports a civic issue needing government action.
GRV-C3EC6BB437,नाली का ढक्कन थोड़ा ढीला है रेलवे क्रॉसिंग के पास जल्दी समाधान करें गांव वाले परेशान हैं,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Hindi,Rural Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,87,78,0.87,Ward-52,Hindi,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-2DE4DF911C,local paani peene ke baad many kids sick sabzi mandi ke paas plzz resolve,local water peene ke baad many kids sick sabzi mandi ke paas plzz resolve,Hinglish,Emotional Citizen,1,Health & Public Hygiene,,Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,85,0.85,Ward-95,Hinglish,local water peene ke baad many kids sick sabzi mandi ke paas plzz resolve,local water peene ke baad many kids sick sabzi mandi ke paas plzz resolve
GRV-7B49ADD1B6,emergency hai storm me tree gir gaya ambulance route blocked highway turn pe 🚨,emergency hai storm me tree gir gaya ambulance route blocked highway turn pe 🚨,Hinglish,Low Literacy User,1,Disaster Management,,Disaster Management,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,79,88,0.88,Ward-98,Hinglish,emergency hai storm me tree gir gaya ambulance route blocked highway turn pe 🚨,emergency hai storm me tree gir gaya ambulance route blocked highway turn pe 🚨
GRV-1D98F37327,flood watr reached electric box and sparks started सरकार सो रही है,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Hindi,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,85,0.55,Ward-91,Hindi,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.
GRV-3B91BA741B,अहो गर्दीच्या बसने पुन्हा हॉस्पिटल स्टॉप सोडला अनेकदा सांगितलं ⏳,High public grievance related to Public Transport. Citizen reports a civic issue needing government action.,Marathi,Student,1,Public Transport,,Public Transport,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,85,0.91,Ward-103,Marathi,High public grievance related to Public Transport. Citizen reports a civic issue needing government action.,High public grievance related to Public Transport. Citizen reports a civic issue needing government action.
GRV-47CC6E6A2A,field report: fire near bus depot is spreading smoke please send help,field report: fire near bus depot is spreading smoke please send help,English,Public Worker,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,90,87,0.6,Ward-107,English,field report: fire near bus depot is spreading smoke please send help,field report: fire near bus depot is spreading smoke please send help
GRV-60565288C7,"Sir, பஸ் வரவில்லை please note?","Sir, பஸ் வரவில்லை please note?",English,Elderly Citizen,1,Public Transport,,Public Transport,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,73,83,0.72,Ward-99,English,"Sir, பஸ் வரவில்லை please note?","Sir, பஸ் வரவில்லை please note?"
GRV-AD2852BE63,"साहेब, शाळेबाहेर काही लोक मुलाला धमकावत आहेत रुग्णालयासमोर किती वेळा तक्रार करायची",High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,Marathi,Elderly Citizen,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,93,0.85,Ward-133,Marathi,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.
GRV-EA78D6DF75,transformer blast damaged road edge request hai ladkiyan unsafe feel kar rahi,transformer blast damaged road edge request hai girls unsafe feel kar rahi,Hinglish,Women Complainant,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,84,97,0.5,Ward-110,Hinglish,transformer blast damaged road edge request hai girls unsafe feel kar rahi,transformer blast damaged road edge request hai girls unsafe feel kar rahi
GRV-74280747B3,play area lights dim hai night me unsafe months se same prblm women bahar jane se dar rahi!! 😞,play area lights dim hai night me unsafe months se same prblm women bahar jane se dar rahi!! 😞,Hinglish,Women Complainant,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,100,0.97,Ward-115,Hinglish,play area lights dim hai night me unsafe months se same prblm women bahar jane se dar rahi!! 😞,play area lights dim hai night me unsafe months se same prblm women bahar jane se dar rahi!! 😞
GRV-E784B47B76,suspicious bag कोई सुनता ही नहीं कोई सुनता ही नहीं!!,Medium public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.,Hindi,Angry Resident,1,Public Safety & Police,,Public Safety & Police,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,82,0.88,Ward-97,Hindi,Medium public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.,Medium public grievance related to Public Safety & Police. Citizen reports a civic issue needing government action.
GRV-7C3E42DC02,yaar வெள்ளம் sir kindly dekho,yaar வெள்ளம் sir kindly dekho,Hinglish,Student,1,Disaster Management,,Disaster Management,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,91,0.8,Ward-77,Hinglish,yaar வெள்ளம் sir kindly dekho,yaar வெள்ளம் sir kindly dekho
GRV-1D8434214B,bro fire near bus depot is spreading smoke தயவு செய்து உதவுங்கள்? 🥺,Critical public grievance involving Fire Department and Public Transport. Citizen reports a civic issue needing coordinated department action.,Tamil,Student,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,89,0.42,Ward-142,Tamil,Critical public grievance involving Fire Department and Public Transport. Citizen reports a civic issue needing coordinated department action.,Critical public grievance involving Fire Department and Public Transport. Citizen reports a civic issue needing coordinated department action.
GRV-BF2CB71FC5,कुत्ता काटा தயவு செய்து கவனிக்கவும் மிக அலட்சியம் 📍,High public grievance related to Animal Control. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Animal Control,,Animal Control,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,76,0.97,Ward-115,Tamil,High public grievance related to Animal Control. Citizen reports a civic issue needing government action.,High public grievance related to Animal Control. Citizen reports a civic issue needing government action.
GRV-CF662768CB,slide brokek complained many times no one is listening!!,slide brokek complained many times no one is listening!!,English,Angry Resident,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,74,75,0.89,Ward-27,English,slide brokek complained many times no one is listening!!,slide brokek complained many times no one is listening!!
GRV-32DD1A2243,তার মাথার উচ্চতায় ঝুলছে সরকারি স্কুলের কাছে আমরা ক্লান্ত মেয়েরা বাইরে যেতে ভয় পাচ্ছে ⏳,High public grievance related to Electricity. Citizen reports a civic issue needing government action.,Bengali,Women Complainant,1,Electricity,,Electricity,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,82,82,0.87,Ward-16,Bengali,High public grievance related to Electricity. Citizen reports a civic issue needing government action.,High public grievance related to Electricity. Citizen reports a civic issue needing government action.
GRV-2261FCDFE4,"দয়া করে, খোলা ড্রেনে বাচ্চা পড়ে গেছে জানানো হচ্ছে? 📍",Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Bengali,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,75,75,0.89,Ward-140,Bengali,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-C59B44907A,full negligene hai பெண்களுக்கு தொந்தரவு 💢,full negligene hai பெண்களுக்கு தொந்தரவு 💢,Hinglish,Low Literacy User,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,98,73,0.79,Ward-3,Hinglish,full negligene hai பெண்களுக்கு தொந்தரவு 💢,full negligene hai பெண்களுக்கு தொந்தரவு 💢
GRV-3A6E75B183,नालीचे झाकण थोडे सैल आहे मेट्रो गेट 2 बाहेर तातडीची गरज आहे महिला बाहेर जाण्यास घाबरत आहेत?,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Marathi,Women Complainant,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,78,0.96,Ward-40,Marathi,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-D1234B53C8,அண்ணா வடிகால் மூடி சற்று தளர்ந்துள்ளது சேரி தெருவில் இன்னும் எதுவும் நடக்கவில்லை!!,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Tamil,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,87,93,0.94,Ward-115,Tamil,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-EF538920A3,உடனே வாருங்கள் கொசு அதிகரித்து காய்ச்சல் நோயாளிகள் அதிகரிக்கிறார்கள் பஸ் டெப்போ அருகில்,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Tamil,Low Literacy User,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,89,99,0.87,Ward-100,Tamil,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.,Medium public grievance related to Health & Public Hygiene. Citizen reports a civic issue needing government action.
GRV-A446FBF0E5,guys total negligence rabid dog bit two children and is still roaming near the bus depot 😡,guys total negligence rabid dog bit two children and is still roaming near the bus depot 😡,English,Student,1,Animal Control,,Animal Control,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,76,83,0.96,Ward-80,English,guys total negligence rabid dog bit two children and is still roaming near the bus depot 😡,guys total negligence rabid dog bit two children and is still roaming near the bus depot 😡
GRV-EEDF97CE44,field report: mosquito issue plzz note,field report: mosquito issue plzz note,Hinglish,Public Worker,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,74,94,0.68,Ward-61,Hinglish,field report: mosquito issue plzz note,field report: mosquito issue plzz note
