complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location
GRV-96F03B8FEE,flood watr reached electric box and sparks started தயவு செய்து பாருங்கள்,flood watr reached electric box and sparks started தயவு செய்து பாருங்கள்,Tamil,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,98,0.51,Ward-101
GRV-6EF3B3DE9D,dirty water made many residents sick full negligence hai hamari basti me,dirty water made many residents sick full negligence hai hamari basti me,Hinglish,Rural Resident,1,Water Supply,Health & Public Hygiene,Water Supply|Health & Public Hygiene,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,92,97,0.46,Ward-90
GRV-FFFC5514BF,தெரு விளக்கு மங்கலாக துடிக்கிறது பஸ் டெப்போ அருகில் யாரும் கேட்கவில்லை மிக அலட்சியம்!!,தெரு விளக்கு மங்கலாக துடிக்கிறது பஸ் டெப்போ அருகில் யாரும் கேட்கவில்லை மிக அலட்சியம்!!,Tamil,Angry Resident,1,Street Lighting,,Street Lighting,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,72,0.9,Ward-46
GRV-8BD9F3CBA9,many children got sick after drinking local water beside city hospital right now kindly resolve how many times should we complain?,many children got sick after drinking local water beside city hospital right now kindly resolve how many times should we complain?,English,Angry Resident,1,Health & Public Hygiene,,Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,96,79,0.87,Ward-37
GRV-855C12C459,fire hydrant parked vehicles se block hai basti wali gali me repot kar raha hu,fire hydrant parked vehicles se block hai basti wali gali me repot kar raha hu,Hinglish,Low Literacy User,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,92,0.9,Ward-125
GRV-DBF5B68340,हैंडवॉश जगह पर साबुन नहीं है मेट्रो गेट 2 के बाहर कृपया मदद करें,हैंडवॉश जगह पर साबुन नहीं है मेट्रो गेट 2 के बाहर कृपया मदद करें,Hindi,Low Literacy User,1,Health & Public Hygiene,,Health & Public Hygiene,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,77,81,0.94,Ward-44
GRV-73F81BA9A5,site update: many children got sick after drinking local water on the highway turn requesting you 🥺,site update: many children got sick after drinking local water on the highway turn requesting you 🥺,English,Public Worker,1,Health & Public Hygiene,,Health & Public Hygiene,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,70,0.97,Ward-15
GRV-A696C4DD71,EMERGENCY POWER GOES OFF FOR A FEW MINUTES DAILY NEAR THE GOVT SCHOOL RIGHT NOW PEOPLE HERE ARE WORRIED,EMERGENCY POWER GOES OFF FOR A FEW MINUTES DAILY NEAR THE GOVT SCHOOL RIGHT NOW PEOPLE HERE ARE WORRIED,English,Rural Resident,1,Electricity,,Electricity,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,93,95,0.9,Ward-102
GRV-C20830BA68,transformer blast damaged road edge plzz resolve full negligence hai?,transformer blast damaged road edge plzz resolve full negligence hai?,Hinglish,Angry Resident,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,88,0.49,Ward-76
GRV-AB7FB9BF89,बाढ़ पानी baar baar bola gaon wale pareshan hain!!,बाढ़ पानी baar baar bola gaon wale pareshan hain!!,Hinglish,Rural Resident,1,Disaster Management,,Disaster Management,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,93,92,0.95,Ward-51
GRV-0DC445B112,அண்ணா தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது பஸ் டெப்போ அருகில் தகவலுக்காக?,அண்ணா தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது பஸ் டெப்போ அருகில் தகவலுக்காக?,Tamil,Student,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,79,88,0.97,Ward-82
GRV-9645BD1C9E,यार गल्लीतली लाईट मंद असून लुकलुकते रेल्वे फाटकाजवळ अनेकदा सांगितलं!!,यार गल्लीतली लाईट मंद असून लुकलुकते रेल्वे फाटकाजवळ अनेकदा सांगितलं!!,Marathi,Student,1,Street Lighting,,Street Lighting,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,88,89,0.96,Ward-38
GRV-B376CDB6C5,bro pipeline burst ho gayi ghar me paani bhar raha basti wali gali me gormint so rahi hai,bro pipeline burst ho gayi ghar me paani bhar raha basti wali gali me gormint so rahi hai,Hinglish,Student,1,Water Supply,,Water Supply,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,93,0.9,Ward-47
GRV-53A305FB15,tolet dirty দয়া করে নোট করুন,tolet dirty দয়া করে নোট করুন,Bengali,Emotional Citizen,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,77,95,0.66,Ward-117
GRV-BD41FE9D2A,SITE UPDATE: SEWER OVERFLOW IS CAUSING TRAFFIC JAM HELP 🚨,SITE UPDATE: SEWER OVERFLOW IS CAUSING TRAFFIC JAM HELP 🚨,Hinglish,Public Worker,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,87,71,0.46,Ward-9
GRV-D02AF5E710,"Sir, open drain me child gir gaya abhi tak kuch nahi hua","Sir, open drain me child gir gaya abhi tak kuch nahi hua",Hinglish,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,83,0.9,Ward-26
GRV-1993B287A5,"SIR, DRAIN COVER THODA LOOSE HAI METRO GATE 2 KE BAHAR JALDI BHEJO","SIR, DRAIN COVER THODA LOOSE HAI METRO GATE 2 KE BAHAR JALDI BHEJO",Hinglish,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,81,80,0.94,Ward-117
GRV-FF37847EC3,all roads vanished overnight total apocalypse please note,all roads vanished overnight total apocalypse please note,Hindi,Emotional Citizen,0,Not Applicable,,Not Applicable,High,Pleading,Fake,exaggerated_destruction,False,True,False,Partially Relevant,Unknown,False,False,11,39,0.0,Ward-108
GRV-5394B0C01C,online certificate portal took money but receipt failed beside city hospital since morning please look into this no one is listening,online certificate portal took money but receipt failed beside city hospital since morning please look into this no one is listening,English,Angry Resident,1,Cyber & Digital Services,,Cyber & Digital Services,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,72,98,0.86,Ward-39
GRV-C6E5CFDBD5,stray dogs attacked children near school অনেকবার বলেছি আমাদের বস্তিতে,stray dogs attacked children near school অনেকবার বলেছি আমাদের বস্তিতে,Bengali,Rural Resident,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,100,0.57,Ward-134
GRV-C6F7CB1F32,ড্রেনের ঢাকনা একটু ঢিলা বাঁচান গ্রামের লোক চিন্তায় আছে,ড্রেনের ঢাকনা একটু ঢিলা বাঁচান গ্রামের লোক চিন্তায় আছে,Bengali,Rural Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,85,0.97,Ward-136
GRV-EA87160AF5,bhai koi sunta nahi fire hydrant parked vehicles se block hai highway turn pe!! 💢,bhai koi sunta nahi fire hydrant parked vehicles se block hai highway turn pe!! 💢,Hinglish,Student,1,Fire Department,,Fire Department,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,96,0.9,Ward-120
GRV-BE408B2496,food stalls ke paas gas leak ho raha purane mandir ke piche please help ladkiyan unsafe feel kar rahi 🥺,food stalls ke paas gas leak ho raha purane mandir ke piche please help ladkiyan unsafe feel kar rahi 🥺,Hinglish,Women Complainant,1,Fire Department,,Fire Department,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,97,0.95,Ward-72
GRV-63E316E482,help me first because i know senior people same issue for months,help me first because i know senior people same issue for months,English,Student,0,Not Applicable,,Not Applicable,Low,Panic,Fake,emotional_manipulation,False,True,False,Partially Relevant,Political/Social,False,False,42,42,0.0,Ward-99
GRV-8C4249A4C0,अहो कोणी ऐकत नाही আবর্জনা,अहो कोणी ऐकत नाही আবর্জনা,Marathi,Student,1,Sanitation & Waste,,Sanitation & Waste,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,81,76,0.76,Ward-136
GRV-FD8A6A09DE,girls harassed months se same prblm,girls harassed months se same prblm,Hinglish,Emotional Citizen,1,Women & Child Safety,,Women & Child Safety,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,74,73,0.78,Ward-14
GRV-DC3DE03FDA,4 din se paani nahi garmi me bus depot ke paas plzz resolve ladkiyan unsafe feel kar rahi,4 din se paani nahi garmi me bus depot ke paas plzz resolve ladkiyan unsafe feel kar rahi,Hinglish,Women Complainant,1,Water Supply,,Water Supply,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,89,0.93,Ward-86
GRV-C63EF31C0C,tree fell after storm and blocked ambulance route kindly resolve,tree fell after storm and blocked ambulance route kindly resolve,English,Emotional Citizen,1,Disaster Management,,Disaster Management,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,78,0.95,Ward-147
GRV-552A0183B0,ভীষণ অবহেলা ড্রেন বন্ধ কেউ শোনে না,ভীষণ অবহেলা ড্রেন বন্ধ কেউ শোনে না,Bengali,Angry Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,85,98,0.75,Ward-15
GRV-94B97F58B4,stray dogs attacked children near school baar baar bola!! 😞,stray dogs attacked children near school baar baar bola!! 😞,Hinglish,Emotional Citizen,1,Animal Control,Public Safety & Police,Animal Control|Public Safety & Police,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,91,0.56,Ward-13
GRV-6F8BE532E0,loan approved instantly call private number months se same prblm ⏳,loan approved instantly call private number months se same prblm ⏳,Hinglish,Low Literacy User,0,Not Applicable,,Not Applicable,Low,Frustrated,Fake,spam,True,False,False,Irrelevant,Private/Spam,False,False,16,6,0.0,Ward-43
GRV-8919602400,वेबसाइटचा कॅप्चा लोड होत नाही रेल्वे फाटकाजवळ,वेबसाइटचा कॅप्चा लोड होत नाही रेल्वे फाटकाजवळ,Marathi,Emotional Citizen,1,Cyber & Digital Services,,Cyber & Digital Services,Low,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,76,89,0.76,Ward-9
GRV-3B820BC6B7,field report: monkeys balcony se food packets le ja rahe highway turn pe?,field report: monkeys balcony se food packets le ja rahe highway turn pe?,Hinglish,Public Worker,1,Animal Control,,Animal Control,Low,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,91,83,0.88,Ward-138
GRV-D7C4B576E1,পার্কে খোলা গর্তে বাচ্চারা পড়তে পারে সরকারি স্কুলের কাছে তাড়াতাড়ি সাহায্য চাই এখানে মহিলারা নিরাপদ নন ⚠️,পার্কে খোলা গর্তে বাচ্চারা পড়তে পারে সরকারি স্কুলের কাছে তাড়াতাড়ি সাহায্য চাই এখানে মহিলারা নিরাপদ নন ⚠️,Bengali,Women Complainant,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,98,89,0.97,Ward-30
GRV-B6920993E6,দাদা লেন বোর্ড নেই হাইওয়ে মোড়ে জানানো হচ্ছে?,দাদা লেন বোর্ড নেই হাইওয়ে মোড়ে জানানো হচ্ছে?,Bengali,Student,1,Roads & Traffic,,Roads & Traffic,Low,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,73,79,0.93,Ward-136
GRV-E84E251AED,bus shelter roof leaks during rain please help girls feel unsafe here,bus shelter roof leaks during rain please help girls feel unsafe here,English,Women Complainant,1,Public Transport,,Public Transport,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,72,94,0.94,Ward-148
GRV-0DA55416A4,"দয়া করে, park dark","দয়া করে, park dark",Bengali,Elderly Citizen,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,84,84,0.69,Ward-55
GRV-E374BED342,"স্যার, बाढ़ पानी 📍","স্যার, बाढ़ पानी 📍",Bengali,Elderly Citizen,1,Disaster Management,,Disaster Management,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,86,87,0.74,Ward-16
GRV-DC882331D4,या उन्हात चार दिवस पाणी नाही कॉलनीच्या गेटवर लवकर सोडवा 🙏,या उन्हात चार दिवस पाणी नाही कॉलनीच्या गेटवर लवकर सोडवा 🙏,Marathi,Emotional Citizen,1,Water Supply,,Water Supply,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,87,88,0.97,Ward-54
GRV-EA64C0AF1C,नाली जाम অনুরোধ করছি আমাদের বস্তিতে,नाली जाम অনুরোধ করছি আমাদের বস্তিতে,Bengali,Rural Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,81,84,0.79,Ward-68
GRV-EA94BABA68,பூங்கா இருட்டு জরুরি কেউ শোনে না !!!,பூங்கா இருட்டு জরুরি কেউ শোনে না !!!,Bengali,Angry Resident,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,100,0.74,Ward-125
GRV-45D3D52D8B,fire near bus depot is spreading smoke कई बार बताया हमारी बस्ती में,fire near bus depot is spreading smoke कई बार बताया हमारी बस्ती में,Hindi,Rural Resident,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,71,0.47,Ward-150
GRV-AC43CD32D0,play area lights dim hai night me unsafe metro gate 2 ke bahar report kar raha hu?,play area lights dim hai night me unsafe metro gate 2 ke bahar report kar raha hu?,Hinglish,Emotional Citizen,1,Public Parks & Infrastructure,,Public Parks & Infrastructure,High,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,78,0.97,Ward-132
GRV-FBA20CA6C7,দাদা পাগলা কুকুর দুই বাচ্চাকে কামড়েছে এখনও ঘুরছে হাসপাতালের সামনে মাসের পর মাস একই অবস্থা,দাদা পাগলা কুকুর দুই বাচ্চাকে কামড়েছে এখনও ঘুরছে হাসপাতালের সামনে মাসের পর মাস একই অবস্থা,Bengali,Student,1,Animal Control,,Animal Control,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,72,79,0.85,Ward-126
GRV-BC766BDF14,অবৈধ শেড জরুরি রাস্তা আটকে রেখেছে বস্তির গলিতে অনেকবার বলেছি গ্রামের লোক চিন্তায় আছে,অবৈধ শেড জরুরি রাস্তা আটকে রেখেছে বস্তির গলিতে অনেকবার বলেছি গ্রামের লোক চিন্তায় আছে,Bengali,Rural Resident,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,88,0.92,Ward-109
GRV-DA0F7A606F,खाली प्लॉट का पुराना नोटिस बोर्ड फटा है बस्ती वाली गली में महीनों से यही हालत है!!,खाली प्लॉट का पुराना नोटिस बोर्ड फटा है बस्ती वाली गली में महीनों से यही हालत है!!,Hindi,Emotional Citizen,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,86,88,0.98,Ward-87
GRV-56675CB742,"স্যার, toilet dirty দয়া করে নোট করুন","স্যার, toilet dirty দয়া করে নোট করুন",Bengali,Elderly Citizen,1,Health & Public Hygiene,,Health & Public Hygiene,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,94,82,0.81,Ward-109
GRV-68B16EA29D,storm me tree gir gaya ambulance route blocked sabzi mandi ke paas sir kindly dekho hamari basti me,storm me tree gir gaya ambulance route blocked sabzi mandi ke paas sir kindly dekho hamari basti me,Hinglish,Rural Resident,1,Disaster Management,,Disaster Management,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,97,92,0.9,Ward-87
GRV-20F5BBCEEB,अहो पावसाच्या निवाऱ्याचे छप्पर खूप गळते भाजी मंडईजवळ नोंद घ्यावी,अहो पावसाच्या निवाऱ्याचे छप्पर खूप गळते भाजी मंडईजवळ नोंद घ्यावी,Marathi,Student,1,Disaster Management,,Disaster Management,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,98,0.94,Ward-29
GRV-0B8B180898,help desk number board is missing near school gate,help desk number board is missing near school gate,English,Low Literacy User,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,86,93,0.97,Ward-38
GRV-7BB84D0029,app crash complained many times,app crash complained many times,English,Low Literacy User,1,Cyber & Digital Services,,Cyber & Digital Services,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,77,0.81,Ward-88
GRV-879A0DAF48,smoke heavy தகவலுக்காக 📍,smoke heavy தகவலுக்காக 📍,Tamil,Low Literacy User,1,Fire Department,,Fire Department,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,95,0.7,Ward-68
GRV-782693A274,field report: நாய் கடித்தது emergency,field report: நாய் கடித்தது emergency,English,Public Worker,1,Animal Control,,Animal Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,74,72,0.65,Ward-39
GRV-16AC4AB527,குப்பை புகை வீடுகளுக்குள் வருகிறது சேரி தெருவில் தயவு செய்து பாருங்கள்,குப்பை புகை வீடுகளுக்குள் வருகிறது சேரி தெருவில் தயவு செய்து பாருங்கள்,Tamil,Emotional Citizen,1,Sanitation & Waste,,Sanitation & Waste,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,93,87,0.92,Ward-144
GRV-49BFF1E54B,dirty water made many residents sick எத்தனை முறை புகார் செய்வது அரசு தூங்குகிறது!! 💢,dirty water made many residents sick எத்தனை முறை புகார் செய்வது அரசு தூங்குகிறது!! 💢,Tamil,Angry Resident,1,Water Supply,Health & Public Hygiene,Water Supply|Health & Public Hygiene,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,98,0.43,Ward-124
GRV-46E20DE66A,அண்ணா குழாய் கசிவால் தினமும் தண்ணீர் வீணாகிறது அரசு தூங்குகிறது,அண்ணா குழாய் கசிவால் தினமும் தண்ணீர் வீணாகிறது அரசு தூங்குகிறது,Tamil,Student,1,Water Supply,,Water Supply,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,84,95,0.97,Ward-138
GRV-2D67C351EA,food stalls ke paas gas leak ho raha bus depot ke paas women bahar jane se dar rahi,food stalls ke paas gas leak ho raha bus depot ke paas women bahar jane se dar rahi,Hinglish,Women Complainant,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,95,83,0.89,Ward-11
GRV-B9AA8B3CA5,அண்ணா உடனே வாருங்கள் வடிகால் மூடி சற்று தளர்ந்துள்ளது மருத்துவமனை முன்,அண்ணா உடனே வாருங்கள் வடிகால் மூடி சற்று தளர்ந்துள்ளது மருத்துவமனை முன்,Tamil,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,93,80,0.86,Ward-19
GRV-5CC22D9A6F,தீ அணைப்பான் பெட்டி கண்ணாடி விரிசல் உள்ளது பழைய கோவில் பின்னால் மக்கள் கஷ்டப்படுகிறார்கள்,தீ அணைப்பான் பெட்டி கண்ணாடி விரிசல் உள்ளது பழைய கோவில் பின்னால் மக்கள் கஷ்டப்படுகிறார்கள்,Tamil,Low Literacy User,1,Fire Department,,Fire Department,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,92,0.89,Ward-33
GRV-2A160C6E3D,"saheb, nala blocked request hai","saheb, nala blocked request hai",Hinglish,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,73,94,0.73,Ward-102
GRV-1114614865,स्थळ अहवाल: पुराच्या पाण्यात कुटुंबे घरात अडकली आहेत लवकर या !!!,स्थळ अहवाल: पुराच्या पाण्यात कुटुंबे घरात अडकली आहेत लवकर या !!!,Marathi,Public Worker,1,Disaster Management,,Disaster Management,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,76,0.9,Ward-73
GRV-D520EFFC45,medical waste kids play area me pada bus depot ke paas baar baar bola 😞,medical waste kids play area me pada bus depot ke paas baar baar bola 😞,Hinglish,Emotional Citizen,1,Sanitation & Waste,,Sanitation & Waste,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,77,0.86,Ward-26
GRV-3847BE3CDE,অবৈধ শেড জরুরি রাস্তা আটকে রেখেছে বস্তির গলিতে তাড়াতাড়ি সাহায্য চাই গ্রামের লোক চিন্তায় আছে !!!,অবৈধ শেড জরুরি রাস্তা আটকে রেখেছে বস্তির গলিতে তাড়াতাড়ি সাহায্য চাই গ্রামের লোক চিন্তায় আছে !!!,Bengali,Rural Resident,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,98,0.91,Ward-146
GRV-307DE175F5,स्कूल गेट के पास मदद नंबर का बोर्ड नहीं है कॉलोनी के गेट पर जल्दी समाधान करें,स्कूल गेट के पास मदद नंबर का बोर्ड नहीं है कॉलोनी के गेट पर जल्दी समाधान करें,Hindi,Emotional Citizen,1,Women & Child Safety,,Women & Child Safety,Low,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,90,0.87,Ward-144
GRV-52D8246504,bro डर लग रहा kitni baar complaint kare?,bro डर लग रहा kitni baar complaint kare?,Hinglish,Student,1,Public Safety & Police,,Public Safety & Police,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,76,92,0.95,Ward-34
GRV-47FC1AAB56,pls fire hydrant is blocked by parked vehicles inside the basti lane since morning complained many times,pls fire hydrant is blocked by parked vehicles inside the basti lane since morning complained many times,English,Student,1,Fire Department,,Fire Department,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,74,0.88,Ward-56
GRV-5492263A2C,MY NEIGHBOR DID NOT INVITE ME TO WEDDING EMERGENCY,MY NEIGHBOR DID NOT INVITE ME TO WEDDING EMERGENCY,English,Angry Resident,0,Not Applicable,,Not Applicable,Low,Panic,Fake,irrelevant_personal,False,False,False,Irrelevant,Personal,False,False,23,13,0.0,Ward-102
GRV-FEBFF884D5,தள தகவல்: dark lane has become unsafe for girls at night தயவு செய்து கவனிக்கவும்,தள தகவல்: dark lane has become unsafe for girls at night தயவு செய்து கவனிக்கவும்,Tamil,Public Worker,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,81,94,0.52,Ward-92
GRV-271DA45C39,कचरा ओसंडून उंदीर येत आहेत महामार्गाच्या वळणावर विनंती आहे,कचरा ओसंडून उंदीर येत आहेत महामार्गाच्या वळणावर विनंती आहे,Marathi,Low Literacy User,1,Sanitation & Waste,,Sanitation & Waste,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,83,0.87,Ward-137
GRV-7F68238C5F,guys how many times should we complain bus late!!,guys how many times should we complain bus late!!,English,Student,1,Public Transport,,Public Transport,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,95,78,0.98,Ward-16
GRV-F72C5D023D,road caved in with a scooter stuck inside outside metro gate 2 right now,road caved in with a scooter stuck inside outside metro gate 2 right now,English,Emotional Citizen,1,Roads & Traffic,,Roads & Traffic,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,78,87,0.95,Ward-141
GRV-95BB660398,bus door open जल्दी आइए?,bus door open जल्दी आइए?,Hindi,Low Literacy User,1,Public Transport,,Public Transport,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,72,89,0.72,Ward-150
GRV-1941FB7295,flood watr reached electric box and sparks started same issue for months ⏳,flood watr reached electric box and sparks started same issue for months ⏳,English,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,99,0.59,Ward-5
GRV-301F66447A,தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது ரயில்வே கேட் அருகில் பெரிய ஆபத்து,தீ அணைப்பு நீர் முனை வாகனங்களால் மறைக்கப்பட்டுள்ளது ரயில்வே கேட் அருகில் பெரிய ஆபத்து,Tamil,Emotional Citizen,1,Fire Department,,Fire Department,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,97,0.88,Ward-38
GRV-7C30E9522C,कार्यक्रम में खोया पाया काउंटर बंद है सरकारी स्कूल के पास बहुत लापरवाही है गांव वाले परेशान हैं!!,कार्यक्रम में खोया पाया काउंटर बंद है सरकारी स्कूल के पास बहुत लापरवाही है गांव वाले परेशान हैं!!,Hindi,Rural Resident,1,Public Safety & Police,,Public Safety & Police,Low,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,94,76,0.91,Ward-80
GRV-B9B62D65B8,அடிக்கடி மின்சாரம் போய் சாதனங்கள் பழுதாகிறது பலமுறை சொன்னோம்!! ⏳,அடிக்கடி மின்சாரம் போய் சாதனங்கள் பழுதாகிறது பலமுறை சொன்னோம்!! ⏳,Tamil,Low Literacy User,1,Electricity,,Electricity,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,88,79,0.94,Ward-60
GRV-16386AB8F0,ভাই কেউ শোনে না ড্রেনের ঢাকনা একটু ঢিলা হাইওয়ে মোড়ে!! 🤬,ভাই কেউ শোনে না ড্রেনের ঢাকনা একটু ঢিলা হাইওয়ে মোড়ে!! 🤬,Bengali,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,73,77,0.94,Ward-76
GRV-B84DBAA0C8,pls child is being threatened by men outside school on the highway turn since morning no one is listening,pls child is being threatened by men outside school on the highway turn since morning no one is listening,English,Student,1,Women & Child Safety,,Women & Child Safety,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,82,91,0.92,Ward-60
GRV-60006E5F85,"স্যার, জরুরি bleeding on road","স্যার, জরুরি bleeding on road",Bengali,Elderly Citizen,1,Emergency Medical Response,,Emergency Medical Response,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,88,0.8,Ward-123
