complaint_id,complaint_text,language,department_label,priority_level,sentiment,ward_location
GRV-2024-102277,रास्ते की टाइलें गायब हैं अपार्टमेंट के पास,Hindi,Public Parks & Infrastructure,High,Panic,Ward_27
GRV-2024-101429,pplne ftt gyi fstvl bhd m,Hinglish,Water Supply,High,Pleading,Ward_20
GRV-2024-101657,semlly wtr,English,Water Supply,Medium,Panic,Ward_26
GRV-2024-101525,after pipeline digging near railway crossing sewage mixed with drinking water,English,Water Supply,High,Angry,Ward_29
GRV-2024-102086,sbz mand k ps kchre s dhuan a rah barsh ke bad,Hinglish,Sanitation & Waste,Critical,Angry,Ward_16
GRV-2024-100118,शॉर्ट सर्किट हो गया कॉलोनी गेट पर,Hindi,Electricity,High,Panic,Ward_09
GRV-2024-101553,पीने के पानी में सीवर का पानी बस्ती में,Hindi,Water Supply,Medium,Panic,Ward_06
GRV-2024-100281,AGA LAG GYI,English,Electricity,High,Angry,Ward_10
GRV-2024-102185,PARK DAKR,Hinglish,Public Parks & Infrastructure,Low,Angry,Ward_14
GRV-2024-102464,झूले टूट गए हैं तुरंत ध्यान दें पाइपलाइन खुदाई के बाद ????,Hindi,Public Parks & Infrastructure,Critical,Pleading,Ward_05
GRV-2024-101835,near railway crossing sewer line blocked since yesterday evening,English,Sanitation & Waste,Critical,Angry,Ward_16
GRV-2024-100649,GARDEN ME TRANSFORMER BLAST HO GAYA!!!,Hinglish,Electricity,Critical,Angry,Ward_09
GRV-2024-100727,Accident road,Hindi,Roads & Traffic,Critical,Pleading,Ward_29
GRV-2024-100366,transformer blasted near govt school!!!,English,Electricity,Critical,Angry,Ward_12
GRV-2024-101351,pipe leak,English,Water Supply,High,Frustrated,Ward_10
GRV-2024-100555,রেলওয়ে ক্রসিংয়ের কাছে রাস্তায় কারেন্ট ছড়াচ্ছে,Bengali,Electricity,High,Frustrated,Ward_05
GRV-2024-101410,पाण्याचा दाब कमी आहे मुख्य चौकात,Marathi,Water Supply,Medium,Frustrated,Ward_15
GRV-2024-102280,t trffic squr sddnly tdy stray dgs chsng kids,English,Public Parks & Infrastructure,High,Neutral,Ward_10
GRV-2024-101913,koi sun lo macchar bohot ho gaye atm ke saamne raat ke time,Hinglish,Sanitation & Waste,Critical,Angry,Ward_15
GRV-2024-100203,rre yr ppelne khud k bad trnsformr s chngr  rhi railwy crssng p,Hinglish,Electricity,Critical,Frustrated,Ward_11
GRV-2024-102113,raat ke time sewer line block ho gayi traffic chauraha pe,Hinglish,Sanitation & Waste,High,Pleading,Ward_19
GRV-2024-100120,transformer se chingari aa rahi slum area me,Hinglish,Electricity,Critical,Angry,Ward_29
GRV-2024-100283,nar ptrl pmp drng power ct pol fell down,English,Electricity,Critical,Frustrated,Ward_04
GRV-2024-100575,मदद करें सड़क पर करंट फैल रहा है कॉलोनी गेट पर,Hindi,Electricity,Medium,Panic,Ward_16
GRV-2024-101301,Paani nahi aa raha ????,Hindi,Water Supply,Critical,Angry,Ward_29
GRV-2024-102413,Koi action kyu nahi le raha awariya kutte peeche pad rahe petrol pump ke pass,Hinglish,Public Parks & Infrastructure,Critical,Angry,Ward_12
GRV-2024-100275,পোল পড়ে গেছে এটিএম এর সামনে,Bengali,Electricity,High,Frustrated,Ward_16
GRV-2024-100965,waterlogging ke baad bohot bada gaddha ban gaya Pls help jladi,Hinglish,Roads & Traffic,Low,Angry,Ward_11
GRV-2024-101547,रुग्णालयासमोर मुसळधार पावसानंतर पाईपलाईन फुटली!!,Marathi,Water Supply,Critical,Pleading,Ward_26
GRV-2024-100360,live wier hanging near vegetable market,English,Electricity,Critical,Pleading,Ward_18
GRV-2024-101127,bohot bada gaddha ban gaya garden me,Hinglish,Roads & Traffic,High,Frustrated,Ward_23
GRV-2024-100767,TERRIBLE SITUATION ROAD SINKING NEAR VEGETABLE MARKET AFTER PIPELINE DIGGING,English,Roads & Traffic,Low,Panic,Ward_18
GRV-2024-102003,PLS CHCK MMDITLY TXC SMK FRM GARBG!!,English,Sanitation & Waste,Critical,Angry,Ward_10
GRV-2024-101726,पेट्रोल पंप के पास भारी बारिश के बाद पाइपलाइन फट गई,Hindi,Water Supply,Low,Angry,Ward_19
GRV-2024-101888,Smell,English,Sanitation & Waste,Medium,Frustrated,Ward_21
GRV-2024-100286,HIGH TENSION LINE BROKE BESIDE APARTMENT TOWER,English,Electricity,Low,Panic,Ward_21
GRV-2024-102102,emergency gutter overflowing into houses after heavy rain,English,Sanitation & Waste,Medium,Frustrated,Ward_20
GRV-2024-101094,divider completely broken near railway crossing Terrible situation,English,Roads & Traffic,Low,Neutral,Ward_15
GRV-2024-100888,road sinking during festival crowd beside apartment towre,English,Roads & Traffic,Critical,Panic,Ward_27
GRV-2024-100423,Lok t ths pol fell dwn tsd tmpl drng festivl crowd!!,English,Electricity,Critical,Panic,Ward_27
GRV-2024-101808,gutter overflowing into houses during the storm near bus stand,English,Sanitation & Waste,High,Frustrated,Ward_14
GRV-2024-102347,after pipeline digging missing tiles on pathway at colony gate,English,Public Parks & Infrastructure,Critical,Frustrated,Ward_25
GRV-2024-101587,Ganda paani,Hinglish,Water Supply,Low,Neutral,Ward_07
GRV-2024-100840,divider completely broken in slum area,English,Roads & Traffic,Critical,Neutral,Ward_16
GRV-2024-100065,काल संध्याकाळपासून शॉर्ट सर्किट झाले त्वरित लक्ष द्या ????,Marathi,Electricity,Critical,Pleading,Ward_17
GRV-2024-101645,at night time tanker did not come,English,Water Supply,Critical,Neutral,Ward_09
GRV-2024-101710,குடிநீர் குழாய் உடைந்தது இரவு நேரத்தில் ஏடிஎம் அருகில் ????,Tamil,Water Supply,Critical,Frustrated,Ward_08
GRV-2024-101457,after construction work sewage mixed with drinking water beside ATM,English,Water Supply,Medium,Pleading,Ward_06
GRV-2024-101559,GTTER K PN MIX H GY BS STND K WH,Hinglish,Water Supply,Critical,Panic,Ward_17
GRV-2024-100230,Transformer dead,Hinglish,Electricity,Low,Frustrated,Ward_05
GRV-2024-101575,AAJ ACHANAK ARRE YAAR KICHAD WALA PAANI AA RAHA,Hinglish,Water Supply,Critical,Angry,Ward_18
GRV-2024-101569,raat ke time kichad wala paani aa raha sabzi mandi ke paas,Hinglish,Water Supply,Low,Angry,Ward_26
GRV-2024-101185,HUGE POTHOLE CAUSED ACCIDENT AFTER CONSTRUCTION WORK OUTSIDE COACHING CENTER,English,Roads & Traffic,High,Panic,Ward_18
GRV-2024-100889,காய்கறி சந்தை அருகில் பெரிய பள்ளம்,Tamil,Roads & Traffic,Medium,Frustrated,Ward_22
GRV-2024-101399,pipeline burst suddenly after heavy rain outside temple!!!,English,Water Supply,Critical,Angry,Ward_26
GRV-2024-100729,Gaddha,English,Roads & Traffic,High,Angry,Ward_29
GRV-2024-100736,KICHAD HI KICHAD HAI APARTMENT KE BAGAL ME,Hinglish,Roads & Traffic,High,Angry,Ward_17
GRV-2024-101073,मैनहोल खुला है कोचिंग सेंटर के बाहर कल शाम से,Hindi,Roads & Traffic,Medium,Panic,Ward_23
GRV-2024-100374,bhai colony gate par meter me aag lag gayi,Hinglish,Electricity,High,Frustrated,Ward_18
GRV-2024-100759,साहेब लक्ष द्या वीज कपातीदरम्यान मोठा खड्डा पडला आहे मुख्य चौकात,Marathi,Roads & Traffic,Critical,Frustrated,Ward_12
GRV-2024-102250,Gym brkn,English,Public Parks & Infrastructure,High,Frustrated,Ward_28
GRV-2024-101667,rilwy crssng p prssr bht km hi Sir pls,Hinglish,Water Supply,Low,Angry,Ward_10
GRV-2024-100297,পোল পড়ে গেছে সবজি বাজারের কাছে,Bengali,Electricity,Critical,Panic,Ward_02
GRV-2024-100598,road pe current aa raha hai apartment ke bagal me,Hinglish,Electricity,Critical,Angry,Ward_27
GRV-2024-101971,Toxci smoke,Hinglish,Sanitation & Waste,High,Frustrated,Ward_07
GRV-2024-100099,current spreading on road suddenly today,English,Electricity,High,Frustrated,Ward_11
GRV-2024-101054,रस्त्याचे काम अपूर्ण आहे काल संध्याकाळपासून पेट्रोल पंपाजवळ,Marathi,Roads & Traffic,High,Pleading,Ward_13
GRV-2024-101779,aaj achanak kachre se dhuaan aa raha railway crossing pe,Hinglish,Sanitation & Waste,Medium,Neutral,Ward_26
GRV-2024-101237,Emergency divider completely broken since yesterday evening,English,Roads & Traffic,High,Frustrated,Ward_07
GRV-2024-100529,METER BXO CAUGHT FIRE SINCE YESTERDAY EVENING NEAR GOVT SCHOOL,English,Electricity,High,Angry,Ward_27
GRV-2024-101933,mara janwar pada ahi slum area me,Hinglish,Sanitation & Waste,Critical,Angry,Ward_15
GRV-2024-101612,NL SOKH GY CLNY GAT PR,Hinglish,Water Supply,High,Panic,Ward_18
GRV-2024-101208,डिवाइडर टूट गया है रेलवे क्रॉसिंग के पास,Hindi,Roads & Traffic,Medium,Panic,Ward_27
GRV-2024-100636,JALDI DEKHO ROAD PE CURRNET AA RAHA HAI GARDEN ME WATERLOGGING KE BAAD,Hinglish,Electricity,High,Angry,Ward_21
GRV-2024-102196,मेट्रो स्टेशन के पास मदद करें पार्क जंगल बन गया है,Hindi,Public Parks & Infrastructure,Critical,Frustrated,Ward_03
GRV-2024-100185,transformer exploded after heavy arin beside ATM,English,Electricity,High,Frustrated,Ward_11
GRV-2024-101996,SAFAI NAHI HUI WATERLOGGING KE BAAD SABZI MANDI KE PAAS,Hinglish,Sanitation & Waste,Low,Panic,Ward_05
GRV-2024-100944,main market road collapsed during the storm in slum area,English,Roads & Traffic,High,Panic,Ward_20
GRV-2024-101804,macchar bohot ho gaye atm ke saamne!!!,Hinglish,Sanitation & Waste,Critical,Neutral,Ward_08
GRV-2024-101656,कल शाम से ट्रैफिक चौराहे पर पानी से बदबू आ रही है,Hindi,Water Supply,Low,Panic,Ward_25
GRV-2024-101778,SEWER LINE BLOCK HO GAYI PLS HELP JALDI GARDEN ME ????,Hinglish,Sanitation & Waste,Critical,Angry,Ward_01
GRV-2024-100511,बस स्टैंड के पास बिजली कटौती के दौरान पूरे इलाके में अंधेरा है,Hindi,Electricity,Low,Panic,Ward_05
GRV-2024-100800,kids re n dnger mn markt road cllpsd nr ptrl pmp,English,Roads & Traffic,High,Angry,Ward_27
GRV-2024-101134,URGENT at traffic square main market road collapsed ????,English,Roads & Traffic,Critical,Angry,Ward_22
GRV-2024-101394,Bh bs stnd ke wha tfn k tm tnkr nahi aay,Hinglish,Water Supply,Low,Angry,Ward_29
GRV-2024-102405,jhoole toot gaye hain power cut ke time ATM ke saamne ????,Hinglish,Public Parks & Infrastructure,Critical,Angry,Ward_14
GRV-2024-100607,meter box caught fire,English,Electricity,Medium,Frustrated,Ward_08
GRV-2024-101207,dgging lft nfnshd bsd prtmnt twer,English,Roads & Traffic,High,Angry,Ward_26
GRV-2024-100151,Emrgency ntir r s drk t clny gte aftr cnstrctn wrk,English,Electricity,High,Neutral,Ward_22
GRV-2024-101557,gutter ka paani mix ho gaya garden me ????,Hinglish,Water Supply,Critical,Frustrated,Ward_10
GRV-2024-100856,waterlogging on street atfer heavy rain at traffic square,English,Roads & Traffic,High,Angry,Ward_19
GRV-2024-101135,signal kharab pada hai,Hinglish,Roads & Traffic,Critical,Panic,Ward_25
GRV-2024-100874,RODA SINKING NEAR METRO STATION,English,Roads & Traffic,Medium,Panic,Ward_27
GRV-2024-102275,awariya kutte peeche pad rahe slum area me,Hinglish,Public Parks & Infrastructure,High,Neutral,Ward_03
GRV-2024-100023,khamb gr gy mrkt rd pe!!,Hinglish,Electricity,Critical,Pleading,Ward_15
GRV-2024-100158,खंभा गिर गया स्थिति बहुत खराब है!!!,Hindi,Electricity,Critical,Panic,Ward_22
GRV-2024-100331,meter me aag lag gayi pipeline khudai ke baad Sir pls!!,Hinglish,Electricity,Critical,Frustrated,Ward_15
GRV-2024-101110,রেলওয়ে ক্রসিংয়ের কাছে তাড়াতাড়ি আসুন ম্যানহোল খোলা,Bengali,Roads & Traffic,Critical,Pleading,Ward_21
GRV-2024-102387,park ki light kharab hai sabzi mandi ke paas,Hinglish,Public Parks & Infrastructure,High,Angry,Ward_05
GRV-2024-101717,foul smelling water why is nobody listening after pipeline digging,English,Water Supply,High,Frustrated,Ward_06
GRV-2024-102365,aprk ki light kharab hai,Hinglish,Public Parks & Infrastructure,High,Pleading,Ward_21
GRV-2024-102449,open gym equipment damaged at traffic square,English,Public Parks & Infrastructure,Medium,Frustrated,Ward_19
GRV-2024-100642,transformer udd gaya metro station ke pass Sir pls,Hinglish,Electricity,Medium,Frustrated,Ward_29
GRV-2024-101437,paani aa hi nahi raha sabzi mandi ke paas,Hinglish,Water Supply,Critical,Frustrated,Ward_04
GRV-2024-100311,TRANSFORMER UDD GAYA ATM KE SAAMNE ????,Hinglish,Electricity,Critical,Panic,Ward_19
GRV-2024-100351,रस्त्यावर करंट पसरत आहे,Marathi,Electricity,High,Angry,Ward_11
GRV-2024-100548,Completly nccptble trnsfrmer xpldd ????,English,Electricity,Critical,Frustrated,Ward_02
GRV-2024-101744,वीज कपातीदरम्यान पाणी येत नाहीये मेट्रो स्टेशनजवळ,Marathi,Water Supply,Critical,Frustrated,Ward_03
GRV-2024-101125,ROAD PURA DHASN GAYA,Hinglish,Roads & Traffic,Critical,Panic,Ward_19
GRV-2024-100306,कोणीही ऐकत नाही रात्रीच्या वेळी मीटर बॉक्सला आग लागली मुख्य चौकात ????,Marathi,Electricity,Critical,Panic,Ward_22
GRV-2024-100287,கோவில் வெளியே மின்வெட்டின் போது மீட்டர் பெட்டியில் தீ,Tamil,Electricity,High,Panic,Ward_24
GRV-2024-100694,tr tt k gr gy dry bth k pss,Hinglish,Electricity,Medium,Panic,Ward_21
GRV-2024-100962,dvdr completly brkn dring th storm ????,English,Roads & Traffic,Critical,Panic,Ward_19
GRV-2024-100630,Taar gir gaya,Tamil,Electricity,High,Pleading,Ward_23
GRV-2024-101812,BHAI WATERLOGGING KE BAAD SEWER LINE BLOCK HO GAYI ATM KE SAAMNE,Hinglish,Sanitation & Waste,Critical,Angry,Ward_19
GRV-2024-100949,garden me divider toot agya hai power cut ke time,Hinglish,Roads & Traffic,Medium,Frustrated,Ward_15
GRV-2024-101389,suddenly today outside temple tanker did not come,English,Water Supply,Low,Pleading,Ward_25
GRV-2024-100986,fter ppelin dgging slippery mud everywhr t trffc sqr,English,Roads & Traffic,Medium,Panic,Ward_27
GRV-2024-100990,மேன்ஹோல் திறந்துள்ளது இரவு நேரத்தில் ரயில்வே கிராசிங் அருகில்,Tamil,Roads & Traffic,High,Pleading,Ward_04
GRV-2024-101590,GETTING MUDDY WATER NEAR BUS STAND,English,Water Supply,High,Angry,Ward_05
GRV-2024-100781,open manhole near eptrol pump!!!,English,Roads & Traffic,Critical,Panic,Ward_18
GRV-2024-101376,FOUL SMELLING WATER AFTER CONSTRUCTION WORK,English,Water Supply,High,Angry,Ward_03
GRV-2024-100836,Accdient rod,Hinglish,Roads & Traffic,Low,Pleading,Ward_01
GRV-2024-101435,tanker nahi aaya raat ke time apartment ke bagal me,Hinglish,Water Supply,Critical,Frustrated,Ward_13
GRV-2024-102417,कोचिंग सेंटर के बाहर पार्क जंगल बन गया है,Hindi,Public Parks & Infrastructure,Critical,Neutral,Ward_18
GRV-2024-100013,pipeline khudai ke baad dairy booth ke pass road pe current aa raha hai,Hinglish,Electricity,High,Panic,Ward_17
GRV-2024-101220,কেউ শুনছে না ভারী বৃষ্টির পর সিগন্যাল খারাপ মেট্রো স্টেশনের কাছে ????,Bengali,Roads & Traffic,Critical,Frustrated,Ward_06
GRV-2024-101407,ट्रैफिक चौराहे पर पानी बिल्कुल नहीं आ रहा स्थिति बहुत खराब है!!,Hindi,Water Supply,Critical,Panic,Ward_01
GRV-2024-100514,मीटर बॉक्स जल गया एटीएम के सामने,Hindi,Electricity,Critical,Angry,Ward_16
GRV-2024-100409,K sn l shrt crct h gy TM k smn,Hinglish,Electricity,Medium,Frustrated,Ward_26
GRV-2024-100861,HUGE POTHOLE CAUSED ACCIDENT AT NIGHT TIME,English,Roads & Traffic,Critical,Angry,Ward_01
GRV-2024-100313,taar toot ke gir gaya toofan ke time bus stand ke waha,Hinglish,Electricity,Low,Neutral,Ward_23
GRV-2024-101870,gutter overflow,Hinglish,Sanitation & Waste,Critical,Angry,Ward_16
GRV-2024-101302,SWGE MXD WTH DRNKING WATR T CLNY GTE,English,Water Supply,High,Angry,Ward_05
GRV-2024-101279,road pura dhans gaya waterlogging ke abad ATM ke saamne,Hinglish,Roads & Traffic,High,Frustrated,Ward_07
GRV-2024-102499,দোলনা ভাঙা সরকারি স্কুলের কাছে ????,Bengali,Public Parks & Infrastructure,Critical,Neutral,Ward_24
GRV-2024-102358,nr dairy bth swngs r dngrsly brkn ftr cnstructon wrk,English,Public Parks & Infrastructure,High,Frustrated,Ward_23
GRV-2024-100382,aAg lag gyi,Hinglish,Electricity,High,Frustrated,Ward_09
GRV-2024-101199,mrgncy sddnly tdy divder cmpltly brokn bsd hspitl,English,Roads & Traffic,High,Frustrated,Ward_26
GRV-2024-101623,गटाराचे पाणी मिसळले मेट्रो स्टेशनजवळ,Marathi,Water Supply,High,Frustrated,Ward_17
GRV-2024-101877,GUTTER KA PAANI GHAR ME AA RAHA WATERLOGGING KE BAAD ATM KE SAAMNE,Hinglish,Sanitation & Waste,Medium,Panic,Ward_25
GRV-2024-101509,rgnt pipelin brst suddnly t trffc squr sddenly tdy,English,Water Supply,Critical,Frustrated,Ward_08
GRV-2024-101001,BHT BD GADDHA BN GY MRKT RD P,Hinglish,Roads & Traffic,High,Panic,Ward_09
GRV-2024-102240,tiles gayab hain path se pipeline khudai ke baad market road pe,Hinglish,Public Parks & Infrastructure,Critical,Angry,Ward_24
GRV-2024-100263,high tension line rboke in public garden,English,Electricity,Medium,Angry,Ward_06
GRV-2024-101290,fstval bhed m rd ndr j raha h ralwy crossing p,Hinglish,Roads & Traffic,High,Neutral,Ward_15
GRV-2024-102159,Jhoole broken,Hinglish,Public Parks & Infrastructure,High,Panic,Ward_03
GRV-2024-101783,sewer line blocked beside hospiatl,English,Sanitation & Waste,Low,Frustrated,Ward_05
GRV-2024-100415,transformer blasted near bus stand,English,Electricity,High,Frustrated,Ward_06
GRV-2024-101113,road andar ja raha hai apartment ke bagal me toofan ke time,Hinglish,Roads & Traffic,Medium,Frustrated,Ward_11
GRV-2024-100358,मंडईजवळ मीटर बॉक्सला आग लागली लवकर बघा,Marathi,Electricity,High,Angry,Ward_20
GRV-2024-101173,bohot bada gaddha ban gaya aaj achanak garden em,Hinglish,Roads & Traffic,High,Panic,Ward_26
GRV-2024-100008,शॉर्ट सर्किट हो गया कल शाम से रेलवे क्रॉसिंग के पास,Hindi,Electricity,High,Angry,Ward_20
GRV-2024-102020,danger hai bhai kal shaam se sewer line block ho gayi apartment ke bagal me,Hinglish,Sanitation & Waste,High,Panic,Ward_01
GRV-2024-100316,Why s nbdy listning havy spark frm trnsfrmr near rlwy crssng,English,Electricity,High,Panic,Ward_12
GRV-2024-100304,BLAST HUA,Bengali,Electricity,High,Angry,Ward_03
GRV-2024-100427,transformer udd gaya mandir ke bahar danger hai bhai,Hinglish,Electricity,Critical,Angry,Ward_16
GRV-2024-100105,रस्त्यावर करंट पसरत आहे मुख्य चौकात,Marathi,Electricity,Medium,Pleading,Ward_27
GRV-2024-102044,hospital ke bagal me kachre se dhuaan aa raha,Hinglish,Sanitation & Waste,Critical,Panic,Ward_14
GRV-2024-100121,outside temple pole fell down,English,Electricity,High,Frustrated,Ward_19
GRV-2024-100821,সিগন্যাল খারাপ বিদ্যুৎ বিভ্রাটের সময় মন্দিরের বাইরে,Bengali,Roads & Traffic,High,Panic,Ward_09
GRV-2024-101552,पाइपलाइन फट गई बाजार की सड़क पर,Hindi,Water Supply,High,Neutral,Ward_04
GRV-2024-102290,पब्लिक टॉयलेट में पानी नहीं है बिजली कटौती के दौरान बस्ती में ????,Hindi,Public Parks & Infrastructure,Critical,Frustrated,Ward_18
GRV-2024-101398,gtter k pn mix ho gy,Hinglish,Water Supply,High,Angry,Ward_03
GRV-2024-101775,Toxic smoke ????,Marathi,Sanitation & Waste,Critical,Frustrated,Ward_27
GRV-2024-102299,MNDIR K BAHR WARYA KUTT PEECHE PD RAHE CNSTRCTION K BAAD,Hinglish,Public Parks & Infrastructure,Critical,Panic,Ward_23
GRV-2024-100115,Blast hua,English,Electricity,High,Neutral,Ward_06
GRV-2024-101513,Smelly water,Hindi,Water Supply,Low,Angry,Ward_25
GRV-2024-100744,jaldi dekho bohot bada gaddha ban gaya railway crossing pe,Hinglish,Roads & Traffic,Critical,Angry,Ward_26
GRV-2024-101558,fter cnstrctn wrk bsid hsptl kids r n dangr pplin brst sddnly,English,Water Supply,Critical,Frustrated,Ward_11
GRV-2024-102333,Park dark,Hindi,Public Parks & Infrastructure,Critical,Angry,Ward_15
GRV-2024-100911,Gddh!!!,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_07
GRV-2024-101488,Arre yaar paani aa hi nahi raha garden me kal shaam se,Hinglish,Water Supply,Critical,Panic,Ward_23
GRV-2024-100672,खंभा गिर गया भारी बारिश के बाद एटीएम के सामने ????,Hindi,Electricity,Critical,Pleading,Ward_14
GRV-2024-102306,Jhool brkn,Hinglish,Public Parks & Infrastructure,High,Angry,Ward_26
GRV-2024-102051,নির্মাণ কাজের পর রাস্তায় আবর্জনা সরকারি স্কুলের কাছে দয়া করে সাহায্য করুন,Bengali,Sanitation & Waste,High,Frustrated,Ward_20
GRV-2024-101640,pipeline burst suddenly near metro station,English,Water Supply,Critical,Pleading,Ward_22
GRV-2024-100309,बस स्टैंड के पास ट्रांसफार्मर से स्पार्किंग हो रही है तुरंत ध्यान दें,Hindi,Electricity,Critical,Frustrated,Ward_06
GRV-2024-100591,SHORT CIRCUIT HAPPENED NEAR GOVT SCHOOL,English,Electricity,High,Panic,Ward_28
GRV-2024-100462,HEAVY SPARK FROM TRANSFORMER BESIDE APARTMENT TOWER,English,Electricity,High,Panic,Ward_03
GRV-2024-101987,खतरा है मच्छर बहुत हो गए हैं,Hindi,Sanitation & Waste,Critical,Angry,Ward_01
GRV-2024-100941,Signal dead,Hindi,Roads & Traffic,High,Frustrated,Ward_26
GRV-2024-101647,swag mxd wth drnkng wtr n publc grdn sddnly toady ????,English,Water Supply,Critical,Frustrated,Ward_28
GRV-2024-102366,वादळादरम्यान पार्कमध्ये गवत वाढले,Marathi,Public Parks & Infrastructure,High,Angry,Ward_23
GRV-2024-100552,kl shm s mrgncy h transfrmr s chingr  rh!!,Hinglish,Electricity,Critical,Frustrated,Ward_16
GRV-2024-100087,lv wir hngng tsid templ,English,Electricity,Medium,Panic,Ward_07
GRV-2024-100690,SHORT CIRCUIT HAPPENED NEAR BUS STAND,English,Electricity,High,Angry,Ward_10
GRV-2024-101691,निर्माण कार्य के बाद पानी से बदबू आ रही है कॉलोनी गेट पर,Hindi,Water Supply,High,Frustrated,Ward_29
GRV-2024-102412,tiles gayab hain path se colony gate par,Hinglish,Public Parks & Infrastructure,Critical,Frustrated,Ward_05
GRV-2024-101615,koi sun lo tanker nahi aaya railway crossing pe waterlogging ke baad,Hinglish,Water Supply,High,Frustrated,Ward_25
GRV-2024-101161,KOI ACTION KYU NAHI LE RAHA ROAD PURA DHANS GAYA,Hinglish,Roads & Traffic,High,Angry,Ward_26
GRV-2024-102420,கழிப்பறையில் தண்ணீர் இல்லை கனமழைக்கு பின் ரயில்வே கிராசிங் அருகில் ஆபத்து,Tamil,Public Parks & Infrastructure,High,Angry,Ward_05
GRV-2024-101413,पाणी येत नाहीये रेल्वे क्रॉसिंगजवळ!!,Marathi,Water Supply,Critical,Angry,Ward_13
GRV-2024-102219,sbz mand ke pas jhl tot gy hn Pls hlp jldi,Hinglish,Public Parks & Infrastructure,Medium,Pleading,Ward_12
GRV-2024-100543,कल शाम से पूरे इलाके में अंधेरा है अपार्टमेंट के पास,Hindi,Electricity,Medium,Angry,Ward_18
GRV-2024-101760,Why is nobody listening during festival crowd no sweeping done near bus stand,English,Sanitation & Waste,Low,Frustrated,Ward_28
GRV-2024-102216,पब्लिक टॉयलेट में पानी नहीं है बिजली कटौती के दौरान बस्ती में,Hindi,Public Parks & Infrastructure,Medium,Frustrated,Ward_15
GRV-2024-100494,transformer blasted Sir pls help near govt school!!!,English,Electricity,Critical,Panic,Ward_06
GRV-2024-100365,SHORT CIRCUIT HO GAYA MAKRET ROAD PE,Hinglish,Electricity,High,Panic,Ward_11
GRV-2024-102258,TILES GAYAB HAIN PATH SE,Hinglish,Public Parks & Infrastructure,Critical,Panic,Ward_22
GRV-2024-101550,beside hospital loko at this getting muddy water,English,Water Supply,High,Frustrated,Ward_29
GRV-2024-100273,पब्लिक गार्डन में शॉर्ट सर्किट हो गया,Hindi,Electricity,High,Frustrated,Ward_21
GRV-2024-100788,KHOD KE CHHOD DIYA ARRE YAAR KAL SHAAM SE,Hinglish,Roads & Traffic,Critical,Panic,Ward_23
GRV-2024-100071,मदद करें जीवित तार लटक रहा है ट्रैफिक चौराहे पर,Hindi,Electricity,High,Frustrated,Ward_04
GRV-2024-101242,Divider broken,Bengali,Roads & Traffic,High,Panic,Ward_05
GRV-2024-101811,apartment ke bagal me macchar bohot ho gaye,Hinglish,Sanitation & Waste,Critical,Panic,Ward_06
GRV-2024-100063,खंभा गिर गया स्थिति बहुत खराब है कॉलोनी गेट पर,Hindi,Electricity,Low,Panic,Ward_16
GRV-2024-100394,since yesterday evening current spreading on road in public garden,English,Electricity,Critical,Frustrated,Ward_01
GRV-2024-101204,बहुत बड़ा गड्ढा हो गया है भारी बारिश के बाद पब्लिक गार्डन में!!,Hindi,Roads & Traffic,Critical,Angry,Ward_17
GRV-2024-100343,Transfromer dead,Hinglish,Electricity,High,Frustrated,Ward_23
GRV-2024-101374,suddnly tody n spply at all bsid ATM,English,Water Supply,Critical,Angry,Ward_21
GRV-2024-101380,PAANI NAHI AA RAHA,Hinglish,Water Supply,Critical,Panic,Ward_01
GRV-2024-100500,high tension line broke beside hospital,English,Electricity,High,Panic,Ward_26
GRV-2024-101672,Smelly water,English,Water Supply,High,Panic,Ward_09
GRV-2024-100677,toofan ke time transformer udd gaya dairy booth ke pass,Hinglish,Electricity,High,Panic,Ward_07
GRV-2024-101027,KIDS ARE IN DANGER DURING THE STORM DIGGING LEFT UNFINISHED,English,Roads & Traffic,Critical,Angry,Ward_04
GRV-2024-101886,safai naih hui bus stand ke waha,Hinglish,Sanitation & Waste,High,Angry,Ward_15
GRV-2024-102465,fstvl bhd m park k light khrb h hsptl k bgal m ????,Hinglish,Public Parks & Infrastructure,Critical,Pleading,Ward_09
GRV-2024-100272,Look at this live wire hanging near bus stand after waterlogging ????,English,Electricity,Critical,Panic,Ward_09
GRV-2024-102473,duirng festival crowd swings are dangerously broken outside temple,English,Public Parks & Infrastructure,Critical,Neutral,Ward_23
GRV-2024-100205,स्थिति बहुत खराब है जीवित तार लटक रहा है एटीएम के सामने ????,Hindi,Electricity,Critical,Angry,Ward_03
GRV-2024-100733,at night time open manhole at colony gate,English,Roads & Traffic,Medium,Angry,Ward_01
GRV-2024-100152,hgh tension lin brk Lk at this ner rlwy crssng dring th storm,English,Electricity,High,Panic,Ward_18
GRV-2024-102370,पार्क की लाइट खराब है भारी बारिश के बाद बस स्टैंड के पास!!!,Hindi,Public Parks & Infrastructure,Critical,Frustrated,Ward_26
GRV-2024-100557,trnsfrmr blstd bsd aprtmnt towr,English,Electricity,Critical,Panic,Ward_14
GRV-2024-100377,URGENT on market road meter box caught fire,English,Electricity,High,Panic,Ward_02
GRV-2024-100535,Current leak,Hindi,Electricity,Low,Neutral,Ward_08
GRV-2024-100973,ARRE YAAR KICHAD HI KICHAD HAI WATERLOGGING KE BAAD,Hinglish,Roads & Traffic,High,Panic,Ward_10
